Car Brand,Mileage (km),Year of Make,Price (USD)
Audi,104915,2017,27186
Audi,20966,2017,48442
Audi,26476,2014,41547
Audi,121549,2009,43275
Lexus,135084,2006,19646
Lexus,112858,2018,13434
Audi,5087,2020,21547
Audi,106765,2017,11610
Lexus,18650,2012,30740
Lexus,68964,2022,25934
Lexus,85181,2009,20057
Lexus,132741,2009,28108
Audi,143451,2015,21428
Audi,61650,2010,14302
Lexus,139826,2015,47782
Audi,90989,2005,44968
Lexus,50823,2011,10935
Lexus,94153,2010,35940
Audi,104420,2012,37102
Audi,83746,2018,48644
Audi,133232,2005,40534
Audi,46070,2008,18947
Audi,27582,2021,18100
Lexus,137740,2007,40468
Audi,60233,2007,35767
Audi,147142,2014,35781
Audi,17644,2022,31370
Lexus,112017,2016,41253
Lexus,72790,2019,31439
Audi,107780,2014,33503
Lexus,147575,2020,25319
Audi,100279,2009,47202
Audi,26025,2009,29123
Lexus,87990,2022,12720
Lexus,43680,2006,45353
Lexus,134435,2016,41190
Audi,57525,2006,40745
Lexus,78627,2013,29257
Audi,103701,2006,25213
Audi,23547,2023,20136
Lexus,142598,2008,45692
Lexus,7850,2019,39225
Lexus,76208,2017,26975
Lexus,25830,2013,29988
Lexus,139296,2013,31074
Lexus,104891,2008,12585
Audi,131229,2021,36755
Lexus,68004,2015,35214
Audi,125519,2011,46199
Audi,137521,2007,40641
Lexus,68231,2008,15820
Lexus,145967,2015,40795
Lexus,121406,2006,29673
Audi,95320,2014,38987
Audi,36180,2022,20832
Lexus,36391,2017,24203
Lexus,17236,2008,36210
Audi,39983,2006,34921
Lexus,26255,2009,39686
Lexus,121724,2007,45852
Audi,13972,2021,32285
Audi,76186,2017,19944
Audi,82832,2005,34780
Audi,11561,2018,22402
Lexus,135753,2013,35698
Audi,34220,2012,15836
Lexus,135439,2022,25618
Lexus,127537,2007,16372
Lexus,87385,2023,27373
Lexus,137801,2009,28386
Audi,11067,2009,32243
Lexus,103791,2018,15965
Lexus,52371,2018,43557
Lexus,128497,2007,41865
Audi,38101,2021,10797
Lexus,8984,2022,26892
Lexus,35681,2022,27899
Lexus,13056,2017,27753
Lexus,129136,2007,49983
Lexus,107051,2019,29124
Lexus,144164,2009,24295
Audi,125871,2008,40889
Lexus,74508,2008,14765
Lexus,34287,2005,40546
Lexus,114759,2017,42526
Lexus,89520,2011,41251
Audi,138144,2016,32601
Lexus,46308,2006,48519
Audi,48064,2007,15078
Audi,54560,2019,44805
Audi,23030,2008,23930
Lexus,44589,2013,46173
Lexus,30166,2018,37006
Audi,34196,2014,21056
Audi,50530,2014,48846
Audi,95521,2011,44814
Audi,128753,2013,49578
Audi,139128,2015,45592
Audi,12034,2016,23098
Audi,18556,2013,15237
Audi,124905,2006,36438
Lexus,67708,2012,43801
Audi,36433,2020,12555
Audi,24826,2019,48361
Lexus,148320,2019,36423
Audi,41498,2014,20146
Audi,145290,2023,31720
Lexus,96871,2006,12072
Lexus,86396,2010,28213
Audi,112355,2010,33810
Audi,52717,2013,47841
Audi,37529,2016,25463
Lexus,25263,2012,35412
Lexus,132967,2011,17071
Audi,21275,2017,10982
Audi,120668,2018,34696
Lexus,69350,2005,38766
Lexus,14486,2017,40456
Lexus,143191,2019,28255
Lexus,138426,2013,48785
Audi,20188,2010,32379
Audi,83249,2019,10070
Audi,146037,2013,37300
Lexus,147811,2011,15662
Lexus,144987,2019,42621
Lexus,44605,2019,49103
Lexus,42548,2009,16182
Lexus,108235,2013,18946
Lexus,19465,2007,27332
Lexus,91202,2021,44728
Lexus,35362,2018,11392
Lexus,115967,2022,32276
Audi,110347,2006,42579
Audi,51144,2012,39021
Lexus,107973,2006,47261
Lexus,73484,2018,17703
Lexus,12550,2013,30614
Audi,148657,2022,46737
Audi,6537,2006,45873
Audi,98017,2010,44304
Audi,133517,2020,36287
Audi,39529,2020,22507
Audi,130557,2007,23786
Lexus,39834,2016,47575
Lexus,64299,2005,35327
Audi,111742,2016,12831
Lexus,87427,2005,27451
Audi,130023,2019,46874
Audi,137768,2020,29061
Audi,142309,2020,30618
Audi,81508,2013,36566
Lexus,139877,2010,26559
Audi,24755,2011,46574
Audi,44907,2009,17058
Lexus,59346,2014,47343
Lexus,67336,2014,36955
Lexus,112291,2016,35890
Lexus,61950,2007,17964
Audi,89974,2007,43655
Audi,67726,2017,42304
Lexus,62390,2011,42929
Audi,60147,2010,43428
Lexus,19580,2006,14415
Audi,144098,2017,39241
Lexus,128948,2014,13389
Audi,66430,2011,32084
Lexus,6257,2018,30801
Audi,143316,2005,46487
Lexus,103635,2009,24919
Audi,34354,2010,35005
Lexus,129276,2011,10192
Audi,78922,2011,13104
Audi,63650,2005,44360
Lexus,132380,2016,33033
Lexus,97507,2008,11718
Audi,136349,2012,39381
Audi,106356,2006,40232
Audi,81242,2023,38064
Audi,16235,2017,40092
Audi,19738,2005,24972
Audi,11112,2005,25480
Lexus,125414,2019,49646
Audi,19427,2016,40421
Audi,33527,2010,34656
Lexus,46792,2006,14995
Audi,11992,2005,24140
Audi,120162,2009,43576
Lexus,13754,2016,27761
Lexus,33377,2020,48208
Audi,117921,2006,18608
Audi,112538,2008,15548
Lexus,105147,2023,24405
Audi,70092,2021,12272
Audi,18169,2013,13169
Audi,29727,2017,30886
Audi,125346,2018,14704
Audi,61714,2019,20233
Audi,79039,2018,10423
Lexus,42659,2017,24556
Lexus,90261,2013,38412
Lexus,66835,2014,41603
Audi,15414,2021,24007
Lexus,119781,2019,45195
Lexus,33144,2013,43606
Lexus,36121,2015,17881
Lexus,68166,2023,16076
Audi,102717,2012,24602
Audi,132530,2005,21305
Audi,80432,2013,45760
Lexus,128052,2013,47026
Lexus,43405,2023,37431
Audi,26183,2008,12984
Lexus,119830,2009,45363
Lexus,10632,2021,14899
Audi,105828,2022,34940
Audi,113430,2021,10715
Lexus,79045,2012,23582
Lexus,124948,2015,47213
Audi,104914,2007,31501
Lexus,35196,2005,36459
Lexus,64572,2014,28826
Audi,44893,2006,17823
Audi,47845,2009,39144
Lexus,77633,2016,18762
Lexus,79452,2017,46104
Lexus,18688,2012,30897
Lexus,73197,2016,12302
Lexus,149547,2023,13309
Lexus,96344,2010,18833
Lexus,24616,2017,34504
Lexus,127175,2018,30351
Audi,118235,2022,32532
Audi,126651,2022,26479
Lexus,126601,2021,23215
Audi,117790,2011,49388
Lexus,103568,2011,30403
Lexus,81440,2014,25504
Lexus,133887,2008,35199
Audi,71474,2018,45064
Audi,16652,2009,17311
Audi,133706,2019,18356
Lexus,130636,2018,23272
Lexus,58656,2007,24410
Audi,127358,2016,14384
Lexus,107091,2009,40589
Audi,129894,2010,43200
Audi,143228,2022,39895
Lexus,54606,2022,28111
Audi,26524,2019,30048
Lexus,31829,2018,10657
Audi,71848,2014,25131
Lexus,128941,2007,14936
Audi,31449,2012,29695
Audi,18895,2015,40109
Lexus,6658,2020,13179
Lexus,28591,2023,32053
Audi,103982,2009,31573
Lexus,56983,2013,35652
Lexus,77606,2012,10385
Lexus,51373,2021,45091
Lexus,15558,2008,44820
Lexus,85035,2012,48404
Audi,50225,2008,13161
Audi,119050,2009,40366
Audi,46308,2010,45515
Lexus,89484,2018,26375
Audi,26587,2023,24374
Audi,35135,2019,27125
Audi,112696,2005,40391
Lexus,121275,2014,32375
Lexus,88844,2022,29325
Audi,75944,2016,17776
Audi,30032,2022,21509
Audi,49116,2008,28285
Audi,110851,2008,12567
Audi,60426,2010,23295
Audi,23597,2016,10269
Audi,22358,2010,15005
Audi,97202,2019,45231
Lexus,76713,2017,20065
Lexus,70718,2006,18100
Audi,73668,2022,41401
Audi,134918,2010,21028
Audi,70323,2022,39245
Lexus,62796,2005,41889
Audi,52971,2010,25770
Lexus,131826,2017,11176
Audi,135729,2011,35142
Audi,77693,2015,21892
Audi,70212,2022,44007
Lexus,31385,2010,11769
Audi,29933,2015,17684
Lexus,52742,2017,35576
Audi,138733,2012,25139
Lexus,132886,2017,24446
Audi,109212,2021,22521
Lexus,70602,2007,17593
Audi,94441,2013,39595
Audi,113229,2018,39368
Lexus,56073,2008,44101
Audi,33308,2010,22183
Audi,77035,2006,30147
Audi,52508,2005,46257
Lexus,23949,2022,29634
Audi,124230,2023,11427
Lexus,46161,2005,32565
Audi,44912,2015,43382
Audi,134950,2017,13194
Lexus,96809,2011,45434
Lexus,46523,2015,45069
Audi,125539,2006,48280
Lexus,13405,2022,12133
Lexus,110210,2023,22346
Audi,21681,2022,36636
Lexus,46022,2012,24857
Audi,87818,2022,37864
Lexus,36813,2020,16943
Audi,34570,2008,40365
Lexus,14196,2008,24685
Lexus,104868,2017,44191
Audi,144704,2023,45400
Audi,9540,2013,25209
Audi,148183,2018,41125
Audi,43922,2011,40192
Lexus,17997,2005,27150
Audi,149254,2023,19049
Audi,63698,2015,18391
Lexus,124484,2008,12820
Audi,108530,2009,10884
Lexus,148905,2019,46210
Audi,19275,2010,39954
Audi,96024,2007,12926
Lexus,17325,2013,35866
Lexus,59015,2017,37438
Lexus,148542,2005,30742
Audi,61974,2020,19401
Lexus,127472,2011,32652
Audi,107628,2011,28866
Audi,133494,2007,39240
Audi,71796,2021,15065
Audi,74892,2011,24838
Lexus,143509,2016,47466
Audi,49048,2012,14926
Lexus,40405,2016,47276
Lexus,56947,2011,20943
Audi,126677,2016,22064
Lexus,105205,2005,44198
Lexus,139296,2011,23060
Lexus,98750,2010,28684
Audi,94910,2012,23972
Audi,40407,2021,17397
Lexus,9838,2016,22122
Lexus,109459,2007,37754
Audi,101089,2022,26708
Audi,50729,2017,39169
Audi,27411,2021,20938
Audi,61633,2021,32680
Lexus,117443,2021,48850
Lexus,33217,2005,48721
Audi,125257,2019,37400
Lexus,37264,2013,31668
Lexus,70518,2017,33935
Lexus,127297,2017,24818
Lexus,9940,2018,24077
Lexus,56425,2023,15477
Audi,66006,2023,22312
Lexus,51031,2023,28559
Audi,124868,2017,32955
Lexus,121243,2007,16106
Lexus,43562,2010,31813
Audi,54498,2007,19299
Lexus,24862,2010,23933
Lexus,138789,2022,34953
Lexus,93546,2017,37585
Lexus,51223,2015,39404
Lexus,91262,2006,16946
Audi,108659,2013,17727
Lexus,30095,2007,18723
Audi,131126,2008,39201
Lexus,18167,2006,19818
Lexus,144319,2005,38137
Lexus,109405,2014,31299
Audi,28683,2005,17534
Lexus,39531,2019,37248
Lexus,28009,2008,43693
Audi,129842,2013,44897
Audi,55721,2013,10875
Audi,128846,2016,26265
Audi,34935,2013,33821
Audi,51869,2015,24491
Audi,98788,2005,29540
Audi,37654,2009,46120
Lexus,145083,2015,37863
Lexus,15980,2009,20225
Audi,28683,2012,28965
Audi,31292,2018,33260
Audi,57513,2006,11017
Audi,56303,2015,12974
Lexus,76056,2014,36920
Lexus,134735,2021,27415
Audi,40507,2009,37974
Lexus,103441,2013,31169
Audi,144834,2008,15748
Lexus,148164,2018,37134
Lexus,26965,2005,12831
Audi,86447,2020,10021
Lexus,103892,2013,17016
Audi,48550,2020,17312
Lexus,10579,2007,38662
Lexus,108263,2010,29868
Audi,26436,2019,36069
Lexus,77313,2011,44839
Lexus,93978,2006,21285
Lexus,138167,2009,45483
Lexus,94552,2011,19130
Audi,141310,2014,10648
Lexus,131224,2019,15933
Audi,56412,2020,34609
Audi,11212,2012,26429
Audi,131308,2006,47117
Audi,142840,2005,33908
Lexus,54556,2008,36412
Audi,53943,2006,25165
Audi,50808,2011,39895
Lexus,114748,2022,48356
Audi,122542,2021,34440
Audi,145043,2009,13316
Audi,137322,2012,18596
Audi,60755,2014,43841
Audi,87876,2011,35887
Lexus,52106,2012,43087
Lexus,84449,2022,24251
Audi,54396,2014,17910
Audi,128357,2009,17395
Audi,102420,2018,41305
Audi,28234,2013,39394
Lexus,64025,2021,28891
Audi,120396,2015,29549
Audi,13738,2021,32459
Lexus,15191,2007,12000
Lexus,6269,2021,23125
Lexus,122563,2007,28938
Audi,123671,2018,12546
Audi,38200,2023,20354
Lexus,126484,2022,34434
Audi,10137,2007,40403
Lexus,11892,2005,42247
Lexus,64964,2013,28443
Audi,117869,2017,27270
Lexus,61312,2020,18819
Audi,73129,2007,37514
Lexus,8345,2019,31073
Audi,50736,2020,25288
Audi,138401,2006,26395
Audi,13813,2006,43041
Lexus,61576,2015,25112
Lexus,118601,2010,31324
Lexus,75910,2006,35095
Audi,144300,2009,17514
Lexus,144423,2007,42410
Audi,21608,2012,33414
Audi,46498,2009,19570
Lexus,109674,2011,48204
Audi,132741,2007,40102
Lexus,48876,2008,21197
Audi,107974,2021,10585
Lexus,58876,2020,44496
Audi,141050,2022,47320
Audi,103051,2023,19380
Lexus,6269,2007,44224
Audi,53785,2011,38926
Audi,8220,2016,28815
Audi,33019,2020,19013
Lexus,123230,2005,47481
Audi,8957,2011,16435
Audi,10801,2005,26678
Audi,120149,2019,37225
Lexus,41186,2019,19193
Audi,75098,2017,16419
Lexus,68685,2015,43268
Audi,143591,2008,18671
Lexus,106978,2016,26442
Lexus,6277,2010,27774
Audi,144874,2006,37259
Audi,30602,2016,14299
Audi,45298,2014,16737
Lexus,82977,2016,19094
Lexus,25338,2013,42426
Audi,5041,2015,16979
Lexus,27617,2011,12526
Audi,60361,2011,10930
Lexus,52500,2008,46549
Lexus,88079,2018,28440
Lexus,36240,2006,20743
Lexus,122018,2009,24532
Audi,57897,2009,31899
Audi,124020,2015,21288
Lexus,51747,2005,32771
Audi,135024,2012,46450
Audi,28731,2012,44188
Audi,103363,2007,17162
Lexus,28848,2014,23239
Lexus,107413,2012,45834
Lexus,39370,2014,21739
Lexus,80173,2015,45630
Audi,55572,2011,43282
Audi,38428,2021,29502
Audi,113587,2017,39822
Audi,124010,2009,27224
Lexus,120728,2017,40460
Lexus,125281,2015,43015
Lexus,68481,2007,46260
Lexus,15690,2008,14106
Lexus,148708,2012,33088
Lexus,144485,2022,28048
Lexus,120559,2005,27740
Lexus,116794,2016,36074
Audi,127290,2018,34791
Audi,10439,2013,12785
Lexus,138947,2010,11729
Lexus,109143,2021,12008
Lexus,22318,2008,21809
Audi,132787,2016,10144
Lexus,26515,2009,40327
Lexus,85707,2014,23829
Lexus,23472,2013,29092
Lexus,127175,2005,14572
Audi,129676,2021,29103
Audi,16413,2014,21468
Lexus,9233,2013,14998
Audi,38867,2007,36398
Lexus,66437,2005,20915
Lexus,84408,2010,44167
Audi,25217,2014,47897
Audi,60423,2017,18809
Audi,143146,2009,16914
Audi,29718,2017,14028
Audi,87164,2014,15859
Audi,33628,2016,30155
Lexus,127349,2017,22979
Audi,112321,2013,24370
Lexus,5270,2009,48781
Audi,49342,2018,41509
Lexus,48902,2009,27861
Lexus,46305,2009,23945
Lexus,11513,2022,26775
Audi,68342,2022,32479
Lexus,68217,2015,47836
Audi,29406,2014,40679
Audi,47342,2005,24170
Audi,9639,2011,26116
Audi,34957,2015,22682
Lexus,45135,2015,13634
Audi,88747,2007,44365
Audi,11482,2008,38295
Lexus,47186,2017,15929
Audi,41200,2007,13333
Audi,136948,2011,35296
Lexus,64588,2023,35192
Lexus,84081,2015,10041
Audi,71204,2009,28775
Lexus,124376,2005,37893
Audi,125150,2019,34542
Audi,13802,2020,43576
Audi,51159,2008,14807
Lexus,41311,2013,22829
Audi,94772,2005,42672
Audi,89911,2015,26519
Audi,53832,2012,26535
Audi,139650,2022,47751
Lexus,146202,2006,13365
Lexus,22478,2019,16325
Audi,111939,2006,22200
Audi,35007,2010,34750
Audi,70690,2014,21309
Lexus,39722,2016,45145
Audi,60192,2021,10760
Audi,10625,2012,36947
Audi,108204,2022,13687
Audi,102055,2019,41079
Lexus,36211,2012,35789
Lexus,120414,2008,11908
Audi,58340,2022,42952
Lexus,104767,2014,30922
Lexus,46217,2008,30595
Lexus,20420,2022,17495
Audi,47960,2015,20622
Audi,149709,2022,16413
Audi,148058,2021,32273
Lexus,12824,2008,32845
Lexus,122906,2022,13090
Lexus,55052,2010,31965
Lexus,69673,2023,41889
Lexus,59320,2014,36403
Lexus,25938,2022,16116
Audi,69370,2015,15290
Audi,106293,2020,47445
Audi,147541,2005,46553
Audi,73056,2020,19105
Lexus,84629,2014,27524
Lexus,70016,2015,46818
Audi,7991,2007,40483
Lexus,120218,2014,16691
Audi,118921,2016,29334
Audi,113605,2014,11988
Lexus,42030,2014,43531
Lexus,70496,2018,37962
Lexus,77207,2018,18836
Lexus,55551,2010,35804
Lexus,57674,2010,24549
Lexus,124190,2005,33723
Lexus,126361,2023,18387
Audi,57001,2008,29144
Audi,16382,2005,13291
Audi,115854,2017,18773
Audi,68364,2010,49646
Audi,147199,2014,18307
Audi,42376,2018,37573
Lexus,92358,2012,18649
Lexus,77211,2017,19274
Lexus,99756,2008,38759
Lexus,113851,2014,26614
Audi,13327,2010,42894
Lexus,24442,2005,20875
Lexus,122908,2013,22216
Lexus,130924,2022,23285
Audi,19595,2020,22246
Audi,71842,2017,10798
Audi,117237,2017,21059
Audi,135842,2010,20118
Lexus,113215,2012,43200
Audi,123517,2009,12487
Audi,126332,2017,44740
Audi,118032,2008,48019
Lexus,15997,2007,11474
Lexus,115185,2007,39125
Lexus,39294,2008,29027
Lexus,28398,2013,25912
Audi,45111,2011,47371
Lexus,53379,2010,23769
Lexus,93082,2010,42936
Lexus,118277,2017,25208
Lexus,78028,2014,48768
Audi,47685,2011,20788
Audi,103227,2014,19633
Audi,53632,2008,36729
Audi,58966,2005,11623
Lexus,115697,2009,11346
Lexus,11698,2012,42739
Lexus,144209,2021,32804
Lexus,6774,2005,38052
Audi,81290,2005,15127
Audi,21377,2015,35906
Lexus,57287,2014,32218
Audi,41727,2005,18463
Lexus,26171,2017,23961
Lexus,137187,2014,23868
Audi,69551,2018,34332
Lexus,8103,2013,38280
Lexus,124116,2019,11825
Audi,28939,2006,12483
Audi,28147,2018,38984
Lexus,48626,2010,32303
Lexus,115809,2023,22956
Lexus,10896,2010,17180
Lexus,109752,2017,15688
Audi,26718,2022,29829
Audi,124896,2014,30374
Audi,89993,2021,26012
Audi,96292,2023,35948
Audi,91472,2021,12037
Audi,26795,2009,48376
Lexus,135704,2020,19813
Lexus,67225,2009,24305
Audi,5880,2013,46255
Audi,78675,2012,21954
Audi,70688,2013,18252
Lexus,33223,2021,47518
Audi,65267,2005,48580
Audi,95843,2008,10062
Lexus,58792,2012,29181
Audi,113648,2007,47272
Audi,137761,2010,39774
Audi,93935,2014,49668
Lexus,45497,2015,40043
Lexus,5719,2011,46641
Lexus,84853,2015,12101
Audi,14254,2017,16009
Audi,30485,2023,44713
Lexus,99727,2014,15680
Audi,78930,2022,30469
Audi,72651,2008,22174
Audi,53615,2022,43541
Lexus,145241,2014,26619
Audi,91682,2021,14906
Lexus,104469,2009,12772
Lexus,139818,2006,48389
Lexus,131506,2020,48146
Audi,97319,2011,29276
Audi,64028,2016,24776
Audi,142851,2012,17339
Lexus,64786,2007,35972
Audi,101932,2006,12330
Lexus,142054,2014,41914
Audi,127916,2022,44498
Audi,88398,2006,37863
Audi,45557,2006,34055
Audi,100413,2011,19931
Audi,49305,2008,41387
Lexus,89741,2022,21713
Audi,35935,2016,25825
Lexus,47580,2012,48233
Audi,12789,2011,42364
Audi,126770,2009,43128
Lexus,79069,2020,16731
Audi,70752,2005,46807
Lexus,31268,2017,47578
Lexus,133257,2016,14063
Lexus,46255,2008,21909
Audi,26659,2017,17097
Lexus,33673,2018,44493
Lexus,60041,2009,20853
Lexus,27274,2017,49633
Lexus,120700,2011,25898
Audi,97970,2023,47537
Audi,136559,2023,33994
Audi,5591,2017,16391
Lexus,46668,2008,36358
Audi,26431,2007,28173
Lexus,63084,2014,23948
Audi,33790,2015,43739
Lexus,120439,2017,24815
Audi,69842,2023,20210
Audi,96903,2005,49956
Lexus,74985,2007,41880
Lexus,123396,2009,27066
Lexus,149561,2009,17506
Lexus,130915,2020,30964
Lexus,42309,2009,39056
Audi,41712,2023,11222
Lexus,12940,2012,16268
Audi,69523,2008,37227
Audi,39326,2007,44307
Lexus,128327,2015,15787
Audi,118556,2017,24592
Lexus,128229,2019,48529
Lexus,77253,2020,46628
Lexus,57107,2019,17125
Lexus,37666,2009,44676
Lexus,133631,2020,22751
Lexus,146833,2007,18643
Audi,17412,2010,39516
Audi,84900,2007,38279
Audi,58318,2007,45761
Lexus,101340,2017,28590
Lexus,32012,2021,32403
Lexus,137622,2017,30168
Audi,123984,2018,22525
Lexus,111659,2019,21408
Lexus,96213,2022,32509
Audi,120463,2012,14431
Lexus,14938,2019,25106
Lexus,20263,2005,18882
Lexus,118390,2014,44686
Audi,19382,2013,37928
Lexus,14318,2014,28723
Lexus,21627,2018,47633
Audi,39181,2006,19133
Audi,21032,2015,18759
Lexus,75366,2022,24705
Lexus,20935,2022,44203
Audi,109988,2010,41305
Lexus,133976,2008,17016
Lexus,136516,2018,32429
Audi,147037,2005,31109
Audi,41292,2011,25689
Lexus,109136,2008,41477
Audi,122931,2005,11213
Lexus,13499,2023,41354
Lexus,117616,2019,24710
Lexus,43539,2017,35729
Lexus,25285,2020,46121
Audi,100880,2018,21000
Audi,76934,2023,45272
Audi,91782,2006,14257
Lexus,112884,2018,13163
Audi,60780,2017,31535
Audi,8718,2006,29641
Audi,111461,2009,13675
Audi,5785,2010,25835
Audi,18023,2011,20867
Lexus,90959,2019,38361
Lexus,106348,2010,20310
Lexus,10372,2013,22832
Audi,26995,2023,26591
Audi,13382,2018,41218
Lexus,77254,2007,46990
Lexus,14179,2020,45071
Audi,129622,2019,13265
Lexus,109954,2022,40189
Audi,95906,2014,34344
Audi,80865,2007,14127
Audi,124874,2011,24911
Lexus,135363,2009,18714
Audi,129786,2019,32614
Audi,49693,2015,18103
Lexus,74871,2008,17846
Lexus,118522,2022,36974
Lexus,137956,2005,31694
Audi,103103,2013,13332
Lexus,57299,2010,29351
Lexus,95358,2017,41217
Lexus,110387,2012,46800
Lexus,35361,2005,14906
Lexus,90135,2018,37060
Lexus,29082,2021,44402
Lexus,111766,2021,42617
Lexus,141665,2012,20495
Lexus,66905,2016,15496
Lexus,91937,2017,23162
Audi,129546,2015,29910
Lexus,121766,2014,32435
Lexus,97885,2019,36807
Audi,75956,2019,21294
Lexus,95306,2006,37201
Lexus,42687,2018,23200
Audi,115999,2022,42868
Lexus,46558,2022,35104
Lexus,49254,2018,39844
Audi,145698,2016,40663
Lexus,107713,2021,16375
Audi,126046,2019,46613
Audi,19308,2005,18716
Lexus,70577,2016,27695
Lexus,35041,2006,21389
Lexus,52291,2021,46147
Audi,123109,2018,35621
Audi,41804,2005,28448
Audi,25688,2017,14122
Lexus,36597,2017,47118
Lexus,75731,2011,19084
Lexus,79339,2012,11990
Lexus,102239,2011,24481
Lexus,42451,2014,33820
Lexus,7620,2017,47497
Lexus,130391,2006,29393
Lexus,76896,2019,32171
Audi,26992,2022,12220
Lexus,86402,2013,26229
Lexus,30510,2009,33230
Lexus,88597,2015,35756
Audi,137435,2021,31548
Lexus,34745,2023,37680
Audi,136088,2013,21545
Audi,134373,2005,44386
Lexus,127871,2023,28821
Lexus,12963,2016,39986
Audi,69420,2015,14884
Audi,51641,2005,32741
Lexus,8052,2013,44213
Lexus,59384,2021,17225
Lexus,63558,2009,15133
